Year,Disaster Group,Disaster Subgroup,Disaster Type,Country,Region,Continent,Total Deaths,Total Affected
2020,Natural,Hydrological,Flood,India,Southern Asia,Asia,152,150000
2020,Natural,Geophysical,Earthquake,Iran (Islamic Republic of),Southern Asia,Asia,,15075
2020,Natural,Hydrological,Landslide,Iran (Islamic Republic of),Southern Asia,Asia,12,
2020,Natural,Hydrological,Flood,Iran (Islamic Republic of),Southern Asia,Asia,4,196152
2020,Natural,Hydrological,Flood,Iran (Islamic Republic of),Southern Asia,Asia,,24000
2020,Natural,Hydrological,Flood,Iran (Islamic Republic of),Southern Asia,Asia,21,22
2020,Natural,Hydrological,Flood,Iran (Islamic Republic of),Southern Asia,Asia,8,2501
2020,Natural,Hydrological,Flood,Iran (Islamic Republic of),Southern Asia,Asia,7,1000
2020,Natural,Hydrological,Flood,Iraq,Western Asia,Asia,8,1500
2020,Natural,Climatological,Wildfire,Israel,Western Asia,Asia,,21
2020,Natural,Hydrological,Landslide,Italy,Southern Europe,Europe,3,182
2020,Natural,Hydrological,Flood,Italy,Southern Europe,Europe,,200
2020,Natural,Hydrological,Flood,Korea (the Republic of),Eastern Asia,Asia,10,9000
2020,Natural,Climatological,Wildfire,Lebanon,Western Asia,Asia,,
2020,Natural,Hydrological,Flood,Sri Lanka,Southern Asia,Asia,3,40000
2020,Natural,Hydrological,Flood,Sri Lanka,Southern Asia,Asia,3,111665
2020,Natural,Geophysical,Earthquake,Mexico,Central America,Americas,10,24393
2020,Natural,Hydrological,Flood,Mongolia,Eastern Asia,Asia,8,12000
2020,Natural,Hydrological,Flood,Mongolia,Eastern Asia,Asia,,13875
2020,Natural,Hydrological,Flood,Mongolia,Eastern Asia,Asia,2,1230
2020,Natural,Hydrological,Flood,Mozambique,Eastern Africa,Africa,2,8700
2020,Natural,Hydrological,Flood,Mozambique,Eastern Africa,Africa,22,145000
2020,Natural,Hydrological,Flood,Mauritania,Western Africa,Africa,9,10700
2020,Natural,Hydrological,Flood,Mauritania,Western Africa,Africa,,9282
2020,Natural,Hydrological,Flood,Malawi,Eastern Africa,Africa,1,2250
2020,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,,9273
2020,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,,9000
2020,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,,1210
2020,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,,400
2020,Natural,Hydrological,Flood,Namibia,Southern Africa,Africa,,1000
2020,Natural,Hydrological,Flood,Niger (the),Western Africa,Africa,73,632608
2020,Natural,Hydrological,Flood,Niger (the),Western Africa,Africa,10,50012
2020,Natural,Hydrological,Flood,Nigeria,Western Africa,Africa,30,
2020,Natural,Hydrological,Flood,Nigeria,Western Africa,Africa,155,193425
2020,Natural,Hydrological,Landslide,Norway,Northern Europe,Europe,10,1010
2020,Natural,Climatological,Wildfire,New Zealand,Australia and New Zealand,Oceania,,195
2020,Natural,Hydrological,Flood,New Zealand,Australia and New Zealand,Oceania,,2400
2020,Natural,Hydrological,Flood,New Zealand,Australia and New Zealand,Oceania,,300
2020,Natural,Hydrological,Flood,Oman,Western Asia,Asia,3,100
2020,Natural,Hydrological,Landslide,Pakistan,Southern Asia,Asia,16,
2020,Natural,Hydrological,Flood,Pakistan,Southern Asia,Asia,24,179
2020,Natural,Hydrological,Flood,Pakistan,Southern Asia,Asia,7,5000
2020,Natural,Hydrological,Flood,Panama,Central America,Americas,11,150
2021,Natural,Hydrological,Flood,Nepal,Southern Asia,Asia,13,1010
2021,Natural,Hydrological,Flood,Pakistan,Southern Asia,Asia,19,4
2021,Natural,Hydrological,Landslide,India,Southern Asia,Asia,33,
2021,Natural,Hydrological,Flood,Italy,Southern Europe,Europe,1,
2021,Natural,Hydrological,Flood,Spain,Southern Europe,Europe,1,100
2021,Natural,Hydrological,Flood,Egypt,Northern Africa,Africa,3,6235
2021,Natural,Hydrological,Flood,Iraq,Western Asia,Asia,2,3203
2021,Natural,Hydrological,Flood,Sri Lanka,Southern Asia,Asia,,50190
2021,Natural,Hydrological,Flood,Ecuador,South America,Americas,6,18003
2021,Natural,Hydrological,Flood,France,Western Europe,Europe,,240
2021,Natural,Hydrological,Flood,France,Western Europe,Europe,,100
2021,Natural,Hydrological,Flood,Georgia,Western Asia,Asia,,1780
2021,Natural,Hydrological,Flood,Guatemala,Central America,Americas,,2245
2021,Natural,Hydrological,Flood,Guatemala,Central America,Americas,2,11799
2021,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,110,100653
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,21,126025
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,,1974
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,,75506
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,,6408
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,9,62900
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,,11839
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,,43000
2021,Natural,Climatological,Glacial lake outburst,India,Southern Asia,Asia,16,24
2021,Natural,Hydrological,Flood,India,Southern Asia,Asia,1282,375000
2021,Natural,Hydrological,Flood,India,Southern Asia,Asia,57,1402
2021,Natural,Hydrological,Flood,Japan,Eastern Asia,Asia,,300
2021,Natural,Hydrological,Flood,Japan,Eastern Asia,Asia,12,30000
2021,Natural,Hydrological,Flood,Cambodia,South-Eastern Asia,Asia,,225
2021,Natural,Hydrological,Flood,Sri Lanka,Southern Asia,Asia,5,43704
2021,Natural,Hydrological,Flood,Sri Lanka,Southern Asia,Asia,26,230004
2021,Natural,Hydrological,Flood,Luxembourg,Western Europe,Europe,,
2021,Natural,Hydrological,Flood,Madagascar,Eastern Africa,Africa,1,1400
2021,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,7,4828
2021,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,,1000
2021,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,2,255
2021,Natural,Hydrological,Flood,Nepal,Southern Asia,Asia,46,820
2021,Natural,Hydrological,Flood,Nepal,Southern Asia,Asia,74,2101
2021,Natural,Hydrological,Flood,Nepal,Southern Asia,Asia,118,10
2021,Natural,Hydrological,Flood,New Zealand,Australia and New Zealand,Oceania,,200
2021,Natural,Geophysical,Earthquake,Pakistan,Southern Asia,Asia,21,64100
2021,Natural,Hydrological,Flood,Panama,Central America,Americas,,3001
2021,Natural,Hydrological,Flood,Panama,Central America,Americas,1,27189
2021,Natural,Hydrological,Flood,Peru,South America,Americas,1,1875
2021,Natural,Hydrological,Flood,Peru,South America,Americas,10,12000
2021,Natural,Hydrological,Flood,Peru,South America,Americas,,561
2021,Natural,Hydrological,Flood,Peru,South America,Americas,,2595
2021,Natural,Hydrological,Flood,Peru,South America,Americas,,105
2021,Natural,Hydrological,Landslide,India,Southern Asia,Asia,35,13
2021,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,,750
2021,Natural,Geophysical,Earthquake,Mexico,Central America,Americas,3,21951
2021,Natural,Hydrological,Flood,India,Southern Asia,Asia,7,850000
2021,Natural,Hydrological,Flood,India,Southern Asia,Asia,62,74500
2021,Natural,Hydrological,Flood,Nigeria,Western Africa,Africa,,7500
2021,Natural,Hydrological,Flood,Pakistan,Southern Asia,Asia,2,256
2021,Natural,Climatological,Wildfire,Greece,Southern Europe,Europe,2,7500
2021,Natural,Climatological,Drought,Iraq,Western Asia,Asia,,7000000
2021,Natural,Climatological,Drought,Kazakhstan,Central Asia,Asia,,71000
2021,Natural,Climatological,Wildfire,Macedonia (the former Yugoslav Republic of),Southern Europe,Europe,1,80000
2021,Natural,Hydrological,Landslide,Indonesia,South-Eastern Asia,Asia,13,1470
2021,Natural,Climatological,Glacial lake outburst,India,Southern Asia,Asia,234,
2021,Natural,Climatological,Drought,Ethiopia,Eastern Africa,Africa,,6800000
2021,Natural,Hydrological,Flood,Spain,Southern Europe,Europe,2,150
2021,Natural,Hydrological,Flood,France,Western Europe,Europe,1,600
2021,Natural,Hydrological,Flood,France,Western Europe,Europe,,600
2021,Natural,Hydrological,Flood,Sri Lanka,Southern Asia,Asia,4,6000
2021,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,8,23776
2021,Natural,Geophysical,Volcanic activity,Ecuador,South America,Americas,,133306
2021,Natural,Hydrological,Flood,Ecuador,South America,Americas,,461
2021,Natural,Hydrological,Flood,Ethiopia,Eastern Africa,Africa,16,
2021,Natural,Hydrological,Flood,France,Western Europe,Europe,,305
2021,Natural,Hydrological,Flood,France,Western Europe,Europe,1,302
2021,Natural,Hydrological,Flood,Ghana,Western Africa,Africa,4,206
2021,Natural,Hydrological,Flood,Ghana,Western Africa,Africa,5,120
2021,Natural,Hydrological,Flood,Guinea,Western Africa,Africa,5,71664
2021,Natural,Geophysical,Earthquake,Greece,Southern Europe,Europe,,2711
2021,Natural,Geophysical,Earthquake,Greece,Southern Europe,Europe,1,2336
2021,Natural,Hydrological,Flood,Guatemala,Central America,Americas,,10572
2021,Natural,Hydrological,Flood,Guyana,South America,Americas,,34500
2021,Natural,Climatological,Wildfire,Honduras,Central America,Americas,,2503
2021,Natural,Geophysical,Earthquake,Haiti,Caribbean,Americas,2575,702763
2021,Natural,Hydrological,Flood,Haiti,Caribbean,Americas,7,13380
2021,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,9,5979
2021,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,3,4532
2021,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,,1737
2021,Natural,Geophysical,Volcanic activity,Indonesia,South-Eastern Asia,Asia,71,10992
2021,Natural,Geophysical,Volcanic activity,Indonesia,South-Eastern Asia,Asia,,1329
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,9,1275
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,3,10000
2021,Natural,Hydrological,Landslide,Indonesia,South-Eastern Asia,Asia,19,191
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,2,25400
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,7,228650
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,1,90590
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,,59800
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,,79095
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,,2226
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,,11028
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,6,78738
2021,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,2,27500
2021,Natural,Geophysical,Earthquake,India,Southern Asia,Asia,2,3010
2021,Natural,Hydrological,Flood,India,Southern Asia,Asia,37,122
2021,Natural,Hydrological,Flood,India,Southern Asia,Asia,59,1000
2021,Natural,Hydrological,Flood,India,Southern Asia,Asia,,7587
2021,Natural,Hydrological,Flood,India,Southern Asia,Asia,39,3950
2021,Natural,Hydrological,Flood,India,Southern Asia,Asia,14,11000
2021,Natural,Geophysical,Earthquake,Iran (Islamic Republic of),Southern Asia,Asia,2,257724
2021,Natural,Geophysical,Earthquake,Iran (Islamic Republic of),Southern Asia,Asia,,3543
2021,Natural,Geophysical,Earthquake,Iran (Islamic Republic of),Southern Asia,Asia,1,36588
2021,Natural,Hydrological,Flood,Iran (Islamic Republic of),Southern Asia,Asia,11,1810
2021,Natural,Climatological,Drought,Iran (Islamic Republic of),Southern Asia,Asia,,4900000
2021,Natural,Hydrological,Flood,Iraq,Western Asia,Asia,14,7500
2021,Natural,Climatological,Wildfire,Italy,Southern Europe,Europe,,11600
2021,Natural,Geophysical,Earthquake,Japan,Eastern Asia,Asia,1,7892
2021,Natural,Geophysical,Earthquake,Japan,Eastern Asia,Asia,,611
2021,Natural,Hydrological,Landslide,Japan,Eastern Asia,Asia,26,900
2021,Natural,Hydrological,Flood,Kenya,Eastern Africa,Africa,9,300000
2021,Natural,Hydrological,Landslide,Kyrgyzstan,Central Asia,Asia,15,
2021,Natural,Hydrological,Flood,Cambodia,South-Eastern Asia,Asia,,500
2021,Natural,Hydrological,Flood,Cambodia,South-Eastern Asia,Asia,,12500
2021,Natural,Geophysical,Earthquake,Lao People's Democratic Republic (the),South-Eastern Asia,Asia,,
2021,Natural,Hydrological,Flood,Morocco,Northern Africa,Africa,,1375
2021,Natural,Hydrological,Flood,Morocco,Northern Africa,Africa,24,10
2021,Natural,Hydrological,Flood,Mexico,Central America,Americas,19,1000
2021,Natural,Hydrological,Flood,Mexico,Central America,Americas,5,1020
2021,Natural,Hydrological,Flood,Mexico,Central America,Americas,6,10500
2021,Natural,Hydrological,Flood,Myanmar,South-Eastern Asia,Asia,,125000
2021,Natural,Hydrological,Flood,Mongolia,Eastern Asia,Asia,,6356
2021,Natural,Climatological,Drought,Mozambique,Eastern Africa,Africa,,1562771
2021,Natural,Hydrological,Flood,Mozambique,Eastern Africa,Africa,,11410
2021,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,56,120000
2021,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,6,3000
2021,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,,6000
2021,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,,5782
2021,Natural,Hydrological,Flood,Namibia,Southern Africa,Africa,,401
2021,Natural,Hydrological,Flood,Niger (the),Western Africa,Africa,62,105750
2021,Natural,Hydrological,Flood,Nigeria,Western Africa,Africa,4,830
2021,Natural,Hydrological,Flood,Netherlands (the),Western Europe,Europe,,
2021,Natural,Hydrological,Flood,New Zealand,Australia and New Zealand,Oceania,,750
2021,Natural,Hydrological,Flood,New Zealand,Australia and New Zealand,Oceania,,180
2021,Natural,Hydrological,Flood,Pakistan,Southern Asia,Asia,5,97
2021,Natural,Hydrological,Flood,Pakistan,Southern Asia,Asia,194,
2021,Natural,Geophysical,Earthquake,Peru,South America,Americas,,1421
2021,Natural,Geophysical,Earthquake,Peru,South America,Americas,,17912
2021,Natural,Hydrological,Flood,Peru,South America,Americas,10,84
2021,Natural,Hydrological,Flood,Peru,South America,Americas,1,9000
2021,Natural,Hydrological,Flood,Peru,South America,Americas,1,2984
2022,Natural,Geophysical,Volcanic activity,Peru,South America,Americas,2,
2022,Natural,Hydrological,Flood,Madagascar,Eastern Africa,Africa,34,62114
2022,Natural,Hydrological,Flood,Ecuador,South America,Americas,,600
2022,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,10,6500
2022,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,4,16003
2022,Natural,Hydrological,Flood,Peru,South America,Americas,1,500
2022,Natural,Hydrological,Flood,Ecuador,South America,Americas,29,7322
2022,Natural,Geophysical,Earthquake,Guatemala,Central America,Americas,3,31302
2022,Natural,Hydrological,Flood,Honduras,Central America,Americas,,1800
2022,Natural,Geophysical,Earthquake,Haiti,Caribbean,Americas,2,1017
2022,Natural,Hydrological,Flood,Haiti,Caribbean,Americas,2,500
2022,Natural,Hydrological,Flood,Haiti,Caribbean,Americas,5,12500
2022,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,,302
2022,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,,15390
2022,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,15,24903
2022,Natural,Geophysical,Volcanic activity,Indonesia,South-Eastern Asia,Asia,,253
2022,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,1,14700
2022,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,13,31800
2022,Natural,Hydrological,Flood,Iran (Islamic Republic of),Southern Asia,Asia,6,20014
2022,Natural,Hydrological,Flood,Iran (Islamic Republic of),Southern Asia,Asia,,18001
2022,Natural,Geophysical,Earthquake,Japan,Eastern Asia,Asia,3,741
2022,Natural,Climatological,Wildfire,Korea (the Republic of),Eastern Asia,Asia,,1080
2022,Natural,Climatological,Drought,Marshall Islands (the),Micronesia,Oceania,,4480
2022,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,6,26000
2022,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,,1290
2022,Natural,Geophysical,Earthquake,Peru,South America,Americas,,300
2018,Natural,Climatological,Drought,Senegal,Western Africa,Africa,,320000
2019,Natural,Hydrological,Flood,Russian Federation (the),Eastern Europe,Europe,28,14
2019,Natural,Hydrological,Flood,Sierra Leone,Western Africa,Africa,7,5000
2019,Natural,Hydrological,Flood,Turkey,Western Asia,Asia,7,220
2019,Natural,Hydrological,Flood,Uganda,Eastern Africa,Africa,36,6000
2019,Natural,Hydrological,Flood,Uganda,Eastern Africa,Africa,65,65250
2019,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,27,500
2019,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,3,26255
2019,Natural,Hydrological,Flood,Yemen,Western Asia,Asia,12,500
2019,Natural,Hydrological,Landslide,Chad,Middle Africa,Africa,52,37
2019,Natural,Hydrological,Landslide,Uganda,Eastern Africa,Africa,20,
2019,Natural,Climatological,Drought,Zambia,Eastern Africa,Africa,,1430000
2019,Natural,Geophysical,Earthquake,Philippines (the),South-Eastern Asia,Asia,23,260703
2019,Natural,Geophysical,Earthquake,Philippines (the),South-Eastern Asia,Asia,14,394565
2019,Natural,Climatological,Wildfire,Paraguay,South America,Americas,,4000
2019,Natural,Climatological,Wildfire,Russian Federation (the),Eastern Europe,Europe,,
2019,Natural,Hydrological,Flood,Russian Federation (the),Eastern Europe,Europe,,10000
2019,Natural,Hydrological,Flood,Russian Federation (the),Eastern Europe,Europe,,7000
2019,Natural,Hydrological,Flood,Rwanda,Eastern Africa,Africa,16,5393
2019,Natural,Hydrological,Flood,Rwanda,Eastern Africa,Africa,12,565
2019,Natural,Hydrological,Flood,Saudi Arabia,Western Asia,Asia,7,1111
2019,Natural,Hydrological,Flood,Sudan (the),Northern Africa,Africa,78,346300
2019,Natural,Hydrological,Flood,Senegal,Western Africa,Africa,6,8968
2019,Natural,Hydrological,Flood,Sierra Leone,Western Africa,Africa,,5381
2019,Natural,Hydrological,Flood,Somalia,Eastern Africa,Africa,17,500000
2019,Natural,Climatological,Drought,Eswatini,Southern Africa,Africa,,232000
2019,Natural,Hydrological,Flood,Chad,Middle Africa,Africa,,423
2019,Natural,Climatological,Drought,Thailand,South-Eastern Asia,Asia,,
2019,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,19,158000
2019,Natural,Geophysical,Earthquake,Turkey,Western Asia,Asia,1,1453
2019,Natural,Hydrological,Flood,Turkey,Western Asia,Asia,1,15000
2019,Natural,Hydrological,Flood,"Tanzania, United Republic of",Eastern Africa,Africa,10,
2019,Natural,Hydrological,Flood,"Tanzania, United Republic of",Eastern Africa,Africa,18,
2019,Natural,Hydrological,Flood,"Tanzania, United Republic of",Eastern Africa,Africa,14,
2019,Natural,Hydrological,Landslide,Uganda,Eastern Africa,Africa,7,1000
2019,Natural,Hydrological,Flood,Uganda,Eastern Africa,Africa,3,4750
2019,Natural,Hydrological,Flood,Uruguay,South America,Americas,,270
2019,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,3,603
2019,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,,662
2019,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),South America,Americas,6,2000
2019,Natural,Climatological,Drought,Viet Nam,South-Eastern Asia,Asia,,685558
2019,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,12,61540
2019,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,10,36450
2019,Natural,Climatological,Drought,South Africa,Southern Africa,Africa,,750000
2019,Natural,Hydrological,Flood,South Africa,Southern Africa,Africa,2,3500
2019,Natural,Hydrological,Flood,Congo (the Democratic Republic of the),Middle Africa,Africa,43,399894
2019,Natural,Hydrological,Landslide,Congo (the Democratic Republic of the),Middle Africa,Africa,24,
2019,Natural,Hydrological,Flood,South Sudan,Northern Africa,Africa,,700000
2020,Natural,Hydrological,Flood,Uzbekistan,Central Asia,Asia,4,70060
2020,Natural,Hydrological,Flood,Papua New Guinea,Melanesia,Oceania,12,700
2020,Natural,Geophysical,Earthquake,Puerto Rico,Caribbean,Americas,,150
2020,Natural,Hydrological,Flood,Rwanda,Eastern Africa,Africa,72,16210
2020,Natural,Hydrological,Flood,Rwanda,Eastern Africa,Africa,19,498
2020,Natural,Hydrological,Flood,Rwanda,Eastern Africa,Africa,9,
2020,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,1,40000
2020,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,1,139000
2020,Natural,Hydrological,Flood,"Tanzania, United Republic of",Eastern Africa,Africa,2,19323
2020,Natural,Hydrological,Flood,Uganda,Eastern Africa,Africa,3,100000
2020,Natural,Hydrological,Flood,Uganda,Eastern Africa,Africa,11,25000
2020,Natural,Hydrological,Flood,Uganda,Eastern Africa,Africa,7,2300
2020,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,5,2621
2020,Natural,Hydrological,Flood,Congo (the Democratic Republic of the),Middle Africa,Africa,18,4
2020,Natural,Hydrological,Flood,Serbia,Southern Europe,Europe,,2100
2020,Natural,Hydrological,Flood,Cabo Verde,Western Africa,Africa,1,25000
2020,Natural,Geophysical,Earthquake,Puerto Rico,Caribbean,Americas,4,5078
2020,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,1,10000
2020,Natural,Hydrological,Flood,Zambia,Eastern Africa,Africa,3,4272
2020,Natural,Hydrological,Flood,Sudan (the),Northern Africa,Africa,155,875013
2020,Natural,Hydrological,Flood,Uruguay,South America,Americas,,360
2020,Natural,Hydrological,Flood,Yemen,Western Asia,Asia,2,23129
2020,Natural,Climatological,Drought,United States of America (the),Northern America,Americas,45,
2020,Natural,Climatological,Drought,Somalia,Eastern Africa,Africa,,7100000
2020,Natural,Hydrological,Flood,Rwanda,Eastern Africa,Africa,3,5242
2020,Natural,Geophysical,Earthquake,Philippines (the),South-Eastern Asia,Asia,1,4980
2020,Natural,Geophysical,Volcanic activity,Philippines (the),South-Eastern Asia,Asia,1,736802
2020,Natural,Hydrological,Landslide,Philippines (the),South-Eastern Asia,Asia,10,11
2020,Natural,Hydrological,Flood,Papua New Guinea,Melanesia,Oceania,7,200
2020,Natural,Hydrological,Flood,Papua New Guinea,Melanesia,Oceania,,60000
2020,Natural,Hydrological,Landslide,Papua New Guinea,Melanesia,Oceania,10,100
2020,Natural,Hydrological,Landslide,Papua New Guinea,Melanesia,Oceania,13,
2020,Natural,Hydrological,Flood,Poland,Eastern Europe,Europe,,390
2020,Natural,Hydrological,Flood,Korea (the Democratic People's Republic of),Eastern Asia,Asia,22,85000
2020,Natural,Hydrological,Flood,Romania,Eastern Europe,Europe,3,1161
2020,Natural,Hydrological,Flood,Rwanda,Eastern Africa,Africa,8,505
2020,Natural,Hydrological,Flood,Saudi Arabia,Western Asia,Asia,3,600
2020,Natural,Hydrological,Flood,Senegal,Western Africa,Africa,11,17000
2020,Natural,Hydrological,Landslide,El Salvador,Central America,Americas,42,525
2020,Natural,Hydrological,Flood,Somalia,Eastern Africa,Africa,6,191000
2020,Natural,Hydrological,Flood,Somalia,Eastern Africa,Africa,26,1000020
2020,Natural,Hydrological,Flood,Slovakia,Eastern Europe,Europe,1,250
2020,Natural,Climatological,Wildfire,Syrian Arab Republic,Western Asia,Asia,3,140079
2020,Natural,Hydrological,Flood,Chad,Middle Africa,Africa,,2062
2020,Natural,Hydrological,Flood,Chad,Middle Africa,Africa,3,34872
2020,Natural,Hydrological,Flood,Togo,Western Africa,Africa,11,57000
2020,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,29,691659
2020,Natural,Hydrological,Flood,Tajikistan,Central Asia,Asia,2,2690
2020,Natural,Hydrological,Flood,Tunisia,Northern Africa,Africa,6,40000
2020,Natural,Geophysical,Earthquake,Turkey,Western Asia,Asia,41,70607
2020,Natural,Geophysical,Earthquake,Turkey,Western Asia,Asia,9,3050
2020,Natural,Geophysical,Earthquake,Turkey,Western Asia,Asia,1,6635
2020,Natural,Geophysical,Earthquake,Turkey,Western Asia,Asia,,278
2020,Natural,Geophysical,Earthquake,Turkey,Western Asia,Asia,115,6034
2020,Natural,Hydrological,Flood,Turkey,Western Asia,Asia,1,750
2020,Natural,Hydrological,Flood,Turkey,Western Asia,Asia,7,72
2020,Natural,Hydrological,Landslide,Turkey,Western Asia,Asia,41,84
2020,Natural,Hydrological,Flood,Turkey,Western Asia,Asia,16,
2020,Natural,Hydrological,Flood,"Tanzania, United Republic of",Eastern Africa,Africa,29,28258
2020,Natural,Hydrological,Flood,"Tanzania, United Republic of",Eastern Africa,Africa,12,
2020,Natural,Hydrological,Flood,"Tanzania, United Republic of",Eastern Africa,Africa,,17500
2020,Natural,Hydrological,Flood,Uganda,Eastern Africa,Africa,5,200
2020,Natural,Hydrological,Flood,Uganda,Eastern Africa,Africa,1,4000
2020,Natural,Climatological,Wildfire,Ukraine,Eastern Europe,Europe,5,300
2020,Natural,Climatological,Wildfire,Ukraine,Eastern Europe,Europe,11,1668
2020,Natural,Hydrological,Flood,Ukraine,Eastern Europe,Europe,3,55000
2020,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,,3000
2020,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,32,
2020,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),South America,Americas,3,3690
2020,Natural,Hydrological,Flood,Yemen,Western Asia,Asia,10,150030
2020,Natural,Hydrological,Flood,Yemen,Western Asia,Asia,16,215
2020,Natural,Hydrological,Flood,Yemen,Western Asia,Asia,20,9006
2020,Natural,Hydrological,Flood,Yemen,Western Asia,Asia,17,150
2020,Natural,Hydrological,Flood,South Africa,Southern Africa,Africa,3,200
2020,Natural,Hydrological,Flood,Congo (the Democratic Republic of the),Middle Africa,Africa,13,35422
2020,Natural,Hydrological,Flood,Congo (the Democratic Republic of the),Middle Africa,Africa,,30000
2020,Natural,Hydrological,Flood,Congo (the Democratic Republic of the),Middle Africa,Africa,,73000
2020,Natural,Hydrological,Flood,Congo (the Democratic Republic of the),Middle Africa,Africa,,500
2020,Natural,Hydrological,Flood,Congo (the Democratic Republic of the),Middle Africa,Africa,52,92580
2020,Natural,Hydrological,Flood,Zambia,Eastern Africa,Africa,,1500
2020,Natural,Hydrological,Flood,Zambia,Eastern Africa,Africa,,700000
2020,Natural,Hydrological,Flood,Timor-Leste,South-Eastern Asia,Asia,3,9131
2020,Natural,Hydrological,Flood,South Sudan,Northern Africa,Africa,,1042000
2021,Natural,Hydrological,Flood,Rwanda,Eastern Africa,Africa,,6500
2021,Natural,Hydrological,Flood,Uganda,Eastern Africa,Africa,1,42330
2021,Natural,Hydrological,Flood,Sao Tome and Principe,Middle Africa,Africa,8,219668
2021,Natural,Hydrological,Flood,Philippines (the),South-Eastern Asia,Asia,2,261580
2021,Natural,Hydrological,Flood,Philippines (the),South-Eastern Asia,Asia,1,18170
2021,Natural,Hydrological,Flood,Paraguay,South America,Americas,10,2000
2021,Natural,Hydrological,Flood,El Salvador,Central America,Americas,5,300
2021,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,10,298900
2021,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,,25001
