Year,Disaster Group,Disaster Subgroup,Disaster Type,Country,Region,Continent,Total Deaths,Total Affected
2021,Natural,Hydrological,Flood,Tajikistan,Central Asia,Asia,7,25010
2021,Natural,Hydrological,Flood,Turkey,Western Asia,Asia,70,2660
2021,Natural,Hydrological,Flood,Uganda,Eastern Africa,Africa,3,134
2021,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,1,51
2021,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,8,
2021,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),South America,Americas,46,1400100
2021,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,3,13603
2021,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,18,300000
2021,Natural,Geophysical,Volcanic activity,Rwanda,Eastern Africa,Africa,,13365
2021,Natural,Geophysical,Volcanic activity,Congo (the Democratic Republic of the),Middle Africa,Africa,32,288404
2021,Natural,Hydrological,Flood,Slovakia,Eastern Europe,Europe,1,
2021,Natural,Hydrological,Flood,Poland,Eastern Europe,Europe,,
2021,Natural,Hydrological,Flood,Russian Federation (the),Eastern Europe,Europe,8,138
2021,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,9,
2021,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,,
2021,Natural,Climatological,Wildfire,Turkey,Western Asia,Asia,9,561088
2021,Natural,Climatological,Wildfire,Russian Federation (the),Eastern Europe,Europe,,120
2021,Natural,Climatological,Drought,Syrian Arab Republic,Western Asia,Asia,,5500000
2021,Natural,Climatological,Drought,South Africa,Southern Africa,Africa,,12000000
2021,Natural,Climatological,Drought,Zambia,Eastern Africa,Africa,,1580000
2021,Natural,Climatological,Drought,Zimbabwe,Eastern Africa,Africa,,167500
2021,Natural,Climatological,Drought,South Sudan,Northern Africa,Africa,,7723670
2021,Natural,Hydrological,Flood,Philippines (the),South-Eastern Asia,Asia,,24166
2021,Natural,Hydrological,Flood,Tunisia,Northern Africa,Africa,3,
2021,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,3,
2021,Natural,Hydrological,Flood,Philippines (the),South-Eastern Asia,Asia,2,38160
2021,Natural,Hydrological,Flood,Philippines (the),South-Eastern Asia,Asia,,3280
2021,Natural,Geophysical,Volcanic activity,Philippines (the),South-Eastern Asia,Asia,,22433
2021,Natural,Hydrological,Flood,Korea (the Democratic People's Republic of),Eastern Asia,Asia,,5000
2021,Natural,Hydrological,Flood,Paraguay,South America,Americas,,4000
2021,Natural,Hydrological,Flood,Romania,Eastern Europe,Europe,1,100
2021,Natural,Hydrological,Landslide,Russian Federation (the),Eastern Europe,Europe,6,3003
2021,Natural,Hydrological,Flood,Russian Federation (the),Eastern Europe,Europe,,24000
2021,Natural,Hydrological,Flood,Russian Federation (the),Eastern Europe,Europe,,4500
2021,Natural,Hydrological,Flood,Sudan (the),Northern Africa,Africa,52,303045
2021,Natural,Hydrological,Flood,Somalia,Eastern Africa,Africa,25,400000
2021,Natural,Geophysical,Volcanic activity,Canary Is,Southern Europe,Europe,1,6888
2021,Natural,Hydrological,Flood,Suriname,South America,Americas,,10100
2021,Natural,Hydrological,Flood,Slovenia,Southern Europe,Europe,,1500
2021,Natural,Hydrological,Flood,Sweden,Northern Europe,Europe,,13500
2021,Natural,Hydrological,Flood,Syrian Arab Republic,Western Asia,Asia,1,142003
2021,Natural,Hydrological,Flood,Chad,Middle Africa,Africa,32,269180
2021,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,4,175493
2021,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,,325400
2021,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,,132900
2021,Natural,Geophysical,Earthquake,Tajikistan,Central Asia,Asia,5,100
2021,Natural,Hydrological,Landslide,Tajikistan,Central Asia,Asia,12,
2021,Natural,Climatological,Wildfire,Tunisia,Northern Africa,Africa,,1000
2021,Natural,Hydrological,Flood,Turkey,Western Asia,Asia,3,4500
2021,Natural,Climatological,Drought,Tuvalu,Polynesia,Oceania,,10204
2021,Natural,Hydrological,Flood,"Tanzania, United Republic of",Eastern Africa,Africa,1,2000
2021,Natural,Hydrological,Flood,Uganda,Eastern Africa,Africa,1,75000
2021,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,,636
2021,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,22,89
2021,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,1,600
2021,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,4,
2021,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,3,1261
2021,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,,2136
2021,Natural,Climatological,Drought,United States of America (the),Northern America,Americas,,
2021,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,1,
2021,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,8,
2021,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,,178
2021,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,,483
2021,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,,378
2021,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,1,500
2021,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,2,3654
2021,Natural,Hydrological,Landslide,Uzbekistan,Central Asia,Asia,8,6
2021,Natural,Geophysical,Volcanic activity,Saint Vincent and the Grenadines,Caribbean,Americas,,13300
2021,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),South America,Americas,,1200
2021,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,3,180
2021,Natural,Geophysical,Volcanic activity,Vanuatu,Melanesia,Oceania,,3383
2021,Natural,Hydrological,Flood,Yemen,Western Asia,Asia,13,22380
2021,Natural,Hydrological,Flood,Yemen,Western Asia,Asia,33,205828
2021,Natural,Hydrological,Flood,South Africa,Southern Africa,Africa,31,400
2021,Natural,Hydrological,Flood,Serbia,Southern Europe,Europe,,22
2021,Natural,Hydrological,Flood,South Sudan,Northern Africa,Africa,7,835000
2022,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,10,40002
2022,Natural,Hydrological,Flood,Georgia,Western Asia,Asia,,5200
2022,Natural,Hydrological,Flood,Rwanda,Eastern Africa,Africa,15,787
2022,Natural,Hydrological,Flood,Puerto Rico,Caribbean,Americas,,
2022,Natural,Hydrological,Flood,Uganda,Eastern Africa,Africa,9,1500
2022,Natural,Hydrological,Flood,Afghanistan,Southern Asia,Asia,20,810
2022,Natural,Hydrological,Flood,Afghanistan,Southern Asia,Asia,44,14554
2022,Natural,Hydrological,Flood,Bosnia and Herzegovina,Southern Europe,Europe,1,3000
2022,Natural,Hydrological,Flood,Brazil,South America,Americas,23,31500
2022,Natural,Hydrological,Flood,Brazil,South America,Americas,116,24304
2022,Natural,Hydrological,Flood,Brazil,South America,Americas,32,17500
2022,Natural,Geophysical,Earthquake,China,Eastern Asia,Asia,4,13541
2022,Natural,Hydrological,Flood,China,Eastern Asia,Asia,52,6200
2022,Natural,Hydrological,Flood,China,Eastern Asia,Asia,48,
2022,Natural,Hydrological,Flood,China,Eastern Asia,Asia,24,3000
2022,Natural,Hydrological,Flood,Côte d’Ivoire,Western Africa,Africa,13,11592
2022,Natural,Hydrological,Flood,Colombia,South America,Americas,10,5514
2022,Natural,Hydrological,Flood,Colombia,South America,Americas,20,25
2022,Natural,Hydrological,Flood,Colombia,South America,Americas,5,8101
2022,Natural,Hydrological,Flood,Colombia,South America,Americas,12,
2022,Natural,Hydrological,Flood,Colombia,South America,Americas,,5000
2022,Natural,Hydrological,Flood,Colombia,South America,Americas,26,44000
2022,Natural,Hydrological,Flood,Colombia,South America,Americas,7,270
2022,Natural,Hydrological,Flood,Ecuador,South America,Americas,3,600
2022,Natural,Hydrological,Flood,Ecuador,South America,Americas,4,108
2022,Natural,Hydrological,Flood,Guatemala,Central America,Americas,48,2890023
2022,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,,17201
2022,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,7,3126
2022,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,5,203
2022,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,3,7000
2022,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,,196745
2022,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,1,3210
2022,Natural,Geophysical,Volcanic activity,Tonga,Polynesia,Oceania,4,84176
2022,Natural,Hydrological,Flood,Colombia,South America,Americas,,167250
2022,Natural,Hydrological,Flood,Central African Republic,Middle Africa,Africa,16,118003
2022,Natural,Hydrological,Flood,Gambia (the),Western Africa,Africa,6,17201
2022,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,1,12500
2022,Natural,Climatological,Drought,China,Eastern Asia,Asia,,6100000
2022,Natural,Hydrological,Landslide,Cameroon,Middle Africa,Africa,5,250
2022,Natural,Climatological,Drought,Cabo Verde,Western Africa,Africa,,46093
2022,Natural,Climatological,Drought,Djibouti,Eastern Africa,Africa,,192168
2022,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,6,60000
2022,Natural,Hydrological,Flood,Uruguay,South America,Americas,,
2022,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,,108
2022,Natural,Hydrological,Flood,South Africa,Southern Africa,Africa,10,
2022,Natural,Hydrological,Flood,South Africa,Southern Africa,Africa,1,100
2022,Natural,Hydrological,Flood,South Africa,Southern Africa,Africa,3,138
2022,Natural,Hydrological,Flood,South Africa,Southern Africa,Africa,4,187
2022,Natural,Hydrological,Flood,Zambia,Eastern Africa,Africa,3,21582
2022,Natural,Hydrological,Flood,Zimbabwe,Eastern Africa,Africa,,
2022,Natural,Geophysical,Earthquake,Afghanistan,Southern Asia,Asia,1036,364623
2022,Natural,Hydrological,Flood,Afghanistan,Southern Asia,Asia,13,20
2022,Natural,Hydrological,Flood,Afghanistan,Southern Asia,Asia,180,18850
2022,Natural,Hydrological,Flood,Afghanistan,Southern Asia,Asia,19,1379
2022,Natural,Hydrological,Flood,Australia,Australia and New Zealand,Oceania,4,6012
2022,Natural,Hydrological,Flood,Australia,Australia and New Zealand,Oceania,1,85000
2022,Natural,Hydrological,Flood,Australia,Australia and New Zealand,Oceania,2,102000
2022,Natural,Hydrological,Flood,Benin,Western Africa,Africa,44,73000
2022,Natural,Climatological,Drought,Burkina Faso,Western Africa,Africa,,3500928
2022,Natural,Hydrological,Flood,Bangladesh,Southern Asia,Asia,141,7200000
2022,Natural,Hydrological,Flood,Bulgaria,Eastern Europe,Europe,,10937
2022,Natural,Geophysical,Earthquake,Bosnia and Herzegovina,Southern Europe,Europe,1,1052
2022,Natural,Climatological,Drought,Brazil,South America,Americas,,
2022,Natural,Hydrological,Flood,Brazil,South America,Americas,3,44000
2022,Natural,Hydrological,Flood,Brazil,South America,Americas,12,67500
2022,Natural,Hydrological,Flood,Brazil,South America,Americas,10,3000
2022,Natural,Hydrological,Flood,Brazil,South America,Americas,2,16350
2022,Natural,Climatological,Drought,Central African Republic,Middle Africa,Africa,,2221692
2022,Natural,Climatological,Wildfire,Central African Republic,Middle Africa,Africa,,30000
2022,Natural,Hydrological,Flood,Canada,Northern America,Americas,,1000
2022,Natural,Hydrological,Flood,Canada,Northern America,Americas,,1000
2022,Natural,Climatological,Wildfire,Chile,South America,Americas,2,8406
2022,Natural,Climatological,Wildfire,Chile,South America,Americas,1,184
2022,Natural,Geophysical,Earthquake,China,Eastern Asia,Asia,,784
2022,Natural,Geophysical,Earthquake,China,Eastern Asia,Asia,118,130400
2022,Natural,Hydrological,Flood,China,Eastern Asia,Asia,,
2022,Natural,Hydrological,Flood,Cameroon,Middle Africa,Africa,2,153095
2022,Natural,Hydrological,Landslide,Cameroon,Middle Africa,Africa,14,
2022,Natural,Climatological,Drought,Cameroon,Middle Africa,Africa,,2389127
2022,Natural,Hydrological,Flood,Congo (the),Middle Africa,Africa,,164679
2022,Natural,Hydrological,Landslide,Colombia,South America,Americas,,2018
2022,Natural,Hydrological,Landslide,Colombia,South America,Americas,34,6
2022,Natural,Hydrological,Flood,Cuba,Caribbean,Americas,3,2300
2022,Natural,Climatological,Wildfire,Algeria,Northern Africa,Africa,44,6768
2022,Natural,Geophysical,Earthquake,Ecuador,South America,Americas,1,7804
2022,Natural,Hydrological,Flood,Ecuador,South America,Americas,40,26749
2022,Natural,Climatological,Wildfire,Spain,Southern Europe,Europe,,3500
2022,Natural,Climatological,Drought,Ethiopia,Eastern Africa,Africa,,24100000
2022,Natural,Hydrological,Flood,Ethiopia,Eastern Africa,Africa,,264831
2022,Natural,Climatological,Drought,France,Western Europe,Europe,,
2022,Natural,Climatological,Drought,United Kingdom of Great Britain and Northern Ireland (the),Northern Europe,Europe,,
2022,Natural,Hydrological,Flood,Ghana,Western Africa,Africa,,5000
2022,Natural,Hydrological,Flood,Guinea,Western Africa,Africa,,49536
2022,Natural,Climatological,Wildfire,Greece,Southern Europe,Europe,,55000
2022,Natural,Hydrological,Flood,Guyana,South America,Americas,,500
2022,Natural,Hydrological,Flood,Honduras,Central America,Americas,9,76657
2022,Natural,Hydrological,Flood,Croatia,Southern Europe,Europe,,
2022,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,,6003
2022,Natural,Geophysical,Earthquake,Indonesia,South-Eastern Asia,Asia,334,2204645
2022,Natural,Geophysical,Volcanic activity,Indonesia,South-Eastern Asia,Asia,,2489
2022,Natural,Hydrological,Flood,Indonesia,South-Eastern Asia,Asia,,
2022,Natural,Hydrological,Landslide,India,Southern Asia,Asia,67,
2021,Natural,Climatological,Drought,"Tanzania, United Republic of",Eastern Africa,Africa,,497000
2022,Natural,Hydrological,Flood,Pakistan,Southern Asia,Asia,1739,33012865
2022,Natural,Hydrological,Flood,Sri Lanka,Southern Asia,Asia,3,61469
2022,Natural,Hydrological,Landslide,Nepal,Southern Asia,Asia,22,550
2022,Natural,Hydrological,Flood,Malawi,Eastern Africa,Africa,62,94185
2022,Natural,Hydrological,Flood,Philippines (the),South-Eastern Asia,Asia,3,1955
2022,Natural,Climatological,Wildfire,Portugal,Southern Europe,Europe,3,187
2022,Natural,Hydrological,Flood,India,Southern Asia,Asia,2035,1301260
2022,Natural,Hydrological,Landslide,Philippines (the),South-Eastern Asia,Asia,5,11712
2022,Natural,Hydrological,Flood,India,Southern Asia,Asia,63,800000
2022,Natural,Hydrological,Flood,Iran (Islamic Republic of),Southern Asia,Asia,92,126775
2022,Natural,Hydrological,Flood,Lao People's Democratic Republic (the),South-Eastern Asia,Asia,1,42552
2022,Natural,Hydrological,Flood,Niger (the),Western Africa,Africa,195,322185
2022,Natural,Hydrological,Flood,Nepal,Southern Asia,Asia,132,5500
2022,Natural,Hydrological,Flood,Nepal,Southern Asia,Asia,15,511
2022,Natural,Geophysical,Earthquake,Philippines (the),South-Eastern Asia,Asia,10,502856
2022,Natural,Hydrological,Flood,Philippines (the),South-Eastern Asia,Asia,70,600016
2022,Natural,Hydrological,Flood,Rwanda,Eastern Africa,Africa,11,513
2022,Natural,Hydrological,Flood,Sierra Leone,Western Africa,Africa,12,12982
2022,Natural,Hydrological,Flood,Trinidad and Tobago,Caribbean,Americas,,100000
2022,Natural,Hydrological,Flood,Turkey,Western Asia,Asia,3,
2022,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,,600
2022,Natural,Hydrological,Flood,Uzbekistan,Central Asia,Asia,5,165
2022,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),South America,Americas,9,900
2022,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,,226
2022,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,13,2554
2022,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,2,10000
2022,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,5,10495
2022,Natural,Hydrological,Flood,South Africa,Southern Africa,Africa,544,142290
2022,Natural,Hydrological,Flood,Congo (the Democratic Republic of the),Middle Africa,Africa,9,
2022,Natural,Hydrological,Flood,Congo (the Democratic Republic of the),Middle Africa,Africa,7,176000
2022,Natural,Hydrological,Flood,Congo (the Democratic Republic of the),Middle Africa,Africa,32,
2022,Natural,Hydrological,Flood,Congo (the Democratic Republic of the),Middle Africa,Africa,175,84711
2022,Natural,Geophysical,Earthquake,Mexico,Central America,Americas,2,17886
2022,Natural,Hydrological,Flood,Somalia,Eastern Africa,Africa,,4416
2022,Natural,Climatological,Drought,Portugal,Southern Europe,Europe,,
2022,Natural,Climatological,Drought,United States of America (the),Northern America,Americas,136,
2022,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,4,595
2022,Natural,Hydrological,Landslide,Italy,Southern Europe,Europe,12,235
2022,Natural,Hydrological,Landslide,Peru,South America,Americas,10,3113
2022,Natural,Hydrological,Landslide,Venezuela (Bolivarian Republic of),South America,Americas,106,64951
2022,Natural,Hydrological,Landslide,Venezuela (Bolivarian Republic of),South America,Americas,3,150
2022,Natural,Climatological,Drought,Niger (the),Western Africa,Africa,,4400000
2022,Natural,Climatological,Drought,Chad,Middle Africa,Africa,,2135362
2022,Natural,Climatological,Drought,Uganda,Eastern Africa,Africa,2465,518000
2022,Natural,Hydrological,Flood,India,Southern Asia,Asia,,
2022,Natural,Geophysical,Earthquake,Iran (Islamic Republic of),Southern Asia,Asia,5,22300
2022,Natural,Geophysical,Earthquake,Iran (Islamic Republic of),Southern Asia,Asia,,12565
2022,Natural,Climatological,Drought,Italy,Southern Europe,Europe,,
2022,Natural,Climatological,Glacial lake outburst,Italy,Southern Europe,Europe,11,
2022,Natural,Hydrological,Flood,Japan,Eastern Asia,Asia,2,11108
2022,Natural,Hydrological,Flood,Cambodia,South-Eastern Asia,Asia,15,167770
2022,Natural,Hydrological,Flood,Korea (the Republic of),Eastern Asia,Asia,14,11418
2022,Natural,Hydrological,Flood,Saint Lucia,Caribbean,Americas,,5500
2022,Natural,Hydrological,Flood,Sri Lanka,Southern Asia,Asia,8,82391
2022,Natural,Hydrological,Flood,Sri Lanka,Southern Asia,Asia,1,5478
2022,Natural,Geophysical,Earthquake,Mexico,Central America,Americas,3,18005
2022,Natural,Hydrological,Flood,Mexico,Central America,Americas,5,1050
2022,Natural,Hydrological,Flood,Mexico,Central America,Americas,8,2100
2022,Natural,Climatological,Drought,Mali,Western Africa,Africa,,1735753
2022,Natural,Hydrological,Flood,Mali,Western Africa,Africa,10,79012
2022,Natural,Hydrological,Flood,Mongolia,Eastern Asia,Asia,,4269
2022,Natural,Hydrological,Flood,Mozambique,Eastern Africa,Africa,88,78271
2022,Natural,Hydrological,Flood,Mauritania,Western Africa,Africa,14,28926
2022,Natural,Climatological,Drought,Malawi,Eastern Africa,Africa,,2678193
2022,Natural,Hydrological,Landslide,Malaysia,South-Eastern Asia,Asia,33,94
2022,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,3,228
2022,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,,
2022,Natural,Hydrological,Flood,Malaysia,South-Eastern Asia,Asia,8,60000
2022,Natural,Climatological,Drought,Nigeria,Western Africa,Africa,,19110398
2022,Natural,Hydrological,Flood,Nigeria,Western Africa,Africa,603,2802500
2022,Natural,Geophysical,Earthquake,Nepal,Southern Asia,Asia,6,30008
2022,Natural,Geophysical,Earthquake,Pakistan,Southern Asia,Asia,43,
2022,Natural,Climatological,Wildfire,Pakistan,Southern Asia,Asia,4,4004
2022,Natural,Hydrological,Flood,Panama,Central America,Americas,,150
2022,Natural,Geophysical,Earthquake,Peru,South America,Americas,,302
2022,Natural,Geophysical,Earthquake,Philippines (the),South-Eastern Asia,Asia,,147422
2022,Natural,Geophysical,Volcanic activity,Philippines (the),South-Eastern Asia,Asia,,10415
2022,Natural,Geophysical,Earthquake,Papua New Guinea,Melanesia,Oceania,7,1969
2022,Natural,Climatological,Wildfire,Russian Federation (the),Eastern Europe,Europe,16,2202
2022,Natural,Hydrological,Flood,Russian Federation (the),Eastern Europe,Europe,1,750
2022,Natural,Hydrological,Flood,Rwanda,Eastern Africa,Africa,3,
2022,Natural,Hydrological,Flood,Sudan (the),Northern Africa,Africa,146,349122
2022,Natural,Climatological,Drought,Sudan (the),Northern Africa,Africa,,11839300
2022,Natural,Hydrological,Flood,Senegal,Western Africa,Africa,,20010
2022,Natural,Hydrological,Flood,Suriname,South America,Americas,,9000
2022,Natural,Hydrological,Flood,Chad,Middle Africa,Africa,22,1100229
2022,Natural,Hydrological,Flood,Togo,Western Africa,Africa,,18596
2022,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,,108500
2022,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,,1380
2022,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,,3900
2022,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,2,2300
2022,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,,63100
2022,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,4,485908
2022,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,,25605
2022,Natural,Hydrological,Flood,Thailand,South-Eastern Asia,Asia,7,630000
2022,Natural,Hydrological,Flood,Tunisia,Northern Africa,Africa,1,4000
2022,Natural,Geophysical,Earthquake,Turkey,Western Asia,Asia,2,306
2022,Natural,Hydrological,Flood,Turkey,Western Asia,Asia,,3000
2022,Natural,Hydrological,Flood,Turkey,Western Asia,Asia,,
2022,Natural,Geophysical,Earthquake,Taiwan (Province of China),Eastern Asia,Asia,1,140
2022,Natural,Hydrological,Flood,"Tanzania, United Republic of",Eastern Africa,Africa,10,1500
2022,Natural,Hydrological,Landslide,Uganda,Eastern Africa,Africa,19,1196
2022,Natural,Hydrological,Flood,Uganda,Eastern Africa,Africa,32,78338
2022,Natural,Hydrological,Flood,Uganda,Eastern Africa,Africa,16,130
2022,Natural,Geophysical,Earthquake,United States of America (the),Northern America,Americas,2,12
2022,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,2,649
2022,Natural,Climatological,Wildfire,United States of America (the),Northern America,Americas,,894
2022,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,,
2022,Natural,Hydrological,Flood,United States of America (the),Northern America,Americas,42,475
2022,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),South America,Americas,1,86800
2022,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),South America,Americas,,2000
2022,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),South America,Americas,20,
2022,Natural,Hydrological,Flood,Venezuela (Bolivarian Republic of),South America,Americas,3,2000
2022,Natural,Hydrological,Flood,Viet Nam,South-Eastern Asia,Asia,10,
2022,Natural,Hydrological,Flood,Yemen,Western Asia,Asia,13,3400
2022,Natural,Hydrological,Flood,Yemen,Western Asia,Asia,,41000
2022,Natural,Hydrological,Flood,Yemen,Western Asia,Asia,77,175000
2022,Natural,Hydrological,Flood,South Africa,Southern Africa,Africa,17,40000
2022,Natural,Hydrological,Flood,South Africa,Southern Africa,Africa,,200
2022,Natural,Hydrological,Flood,South Africa,Southern Africa,Africa,,204
2022,Natural,Climatological,Drought,Congo (the Democratic Republic of the),Middle Africa,Africa,,25972806
2022,Natural,Hydrological,Flood,South Sudan,Northern Africa,Africa,,1000000
